,id,user,tweet,location,created_at,retweet_count,class
3718,1427375905681416196,SimpleWeatherVA,"NWS Alert&gt; Flash Flood Warning: Some Locations That will Experience Flash Flooding Include Richmond, Bon Air, Unive… https://t.co/PnEIhX1rXB",Virginia,2021-08-16 21:05:09,0,floods
3719,1427375400091541510,SefaHaracci,Flood gibi flood. https://t.co/ucvOzcSXzN,"Mersin, Türkiye",2021-08-16 21:03:09,0,floods
3720,1427372762902011917,SimpleWeatherVA,"NWS Alert&gt; Flood Advisory: Affected Locations Include Richmond, Bon Air, University of Richmond, Tuckahoe &amp; Midloth… https://t.co/xXJ2kfN2ej",Virginia,2021-08-16 20:52:40,0,floods
3721,1427371892139302912,SimpleWeatherVA,NWS Alert&gt; Flood Advisory: Affected Locations Include Mount Airy Elkin. Fairview Flat Rock. Yadkinville Jonesville.… https://t.co/cEXtvgAvSf,Virginia,2021-08-16 20:49:13,0,floods
3722,1427371737327542276,yunuss_aras,"People with complex relationships are like natural disasters.
They can destroy your psychology like an earthquake a… https://t.co/LHIOboxk27",Turkey,2021-08-16 20:48:36,0,floods
3723,1427369962373586945,SimpleWeatherVA,NWS Alert&gt; Flood Warning: Affected Locations Include Fredericksburg Massaponax. Spotsylvania Falmouth. Spring Valle… https://t.co/nef5JnZz9t,Virginia,2021-08-16 20:41:32,0,floods
3724,1427369623616380930,Mie_Tessie,@african_ugandan I didn’t mean they should flood my dm 😂,"Kampala, Uganda",2021-08-16 20:40:12,0,floods
3725,1427367778097504264,jemie_neam,"What’s my total budget?

Is the home in a flood zone or prone to other natural disasters?

Why is the seller leavin… https://t.co/ZmVSa0hI9Y","Botswana,Mahalapye",2021-08-16 20:32:52,1,floods
3726,1427366257460981767,IqraYusuf12,@purpleside24 sorry to be super cynical but this is generic messaging I just don't buy. I have visited post flood s… https://t.co/ctekzNx9qt,"Karachi, Pakistan",2021-08-16 20:26:49,0,floods
3727,1427365492222742529,MQ10758183,"Flood of memories of the last four years 🌊

#midnight_thoughts",Kuwait,2021-08-16 20:23:47,0,floods
3728,1427364414689357826,omari_kwabs,@gyaigyimii @PSG_English @Aspetar #FixTheCountry would go mad if Nana Addo paid said amount  for Messi to wear visi… https://t.co/0LpaFX0hBO,"Accra, Ghana",2021-08-16 20:19:30,0,floods
3729,1427362567958183948,ardfeeds,"@Flood_List Thanks @Flood_List Yes, we have further info we can share by email. Yes please you can use our photos w… https://t.co/daVyioMnNp",Somalia,2021-08-16 20:12:09,0,floods
3730,1427355053317369867,Nobademe_david,@dondee_don Aerial view of the damage caused by the flood.families have their farms and housing destroyed. Bridges… https://t.co/N9Hhk7aGwy,Kumasi ,2021-08-16 19:42:18,0,floods
3731,1427354873713078280,HilaryAmanya,"50 homesteads is our target, help @BirungiFound  and @JOYFORCHILDREN reach out to kasese flood victims.… https://t.co/TLpYOxDBtp",Kampala kisasi Uganda,2021-08-16 19:41:35,4,floods
3732,1427351899888574465,_Deniz_Sahin_,@lordsinov 👏👏👏 motive edici bir flood,"Sakarya, Türkiye",2021-08-16 19:29:46,0,floods
3733,1427349779693060100,envinyon,"@nomoravng Oh, dang

I've managed to skip the second flood ray at least",Virginia,2021-08-16 19:21:21,0,floods
3734,1427348340593860613,MoyoVM05,"“The Lord sat enthroned at the Flood, And the Lord sits as King forever.”
Psalms 29:10 NKJV

As He was then, He sti… https://t.co/hn4PuszN2Y","Johannesburg, South Africa",2021-08-16 19:15:37,0,floods
3735,1427348102281842697,SimpleWeatherVA,"NWS Alert&gt; Flood Advisory: Affected Locations Include Richmond, Tuckahoe, Laurel, Glen Allen, Wyndham, Lakeside, Du… https://t.co/ISSCOMsK1Z",Virginia,2021-08-16 19:14:41,0,floods
3736,1427346116878737411,maginavictor92,@amerix Solar flood lights https://t.co/Hc9FAVQKZB,"Busia, Kenya",2021-08-16 19:06:47,0,floods
3737,1427344185674375175,Billyboysidney,@NHSEnglandLDN I tried to phone Little Venice Medical Centre this evening for an appointment. The phones at my surg… https://t.co/FI12koPt3Y,Dalyan Turkey,2021-08-16 18:59:07,0,floods
3738,1427338959613464584,SimpleWeatherVA,"NWS Alert&gt; Flash Flood Warning: Some Locations That will Experience Flash Flooding Include Newport News, Hampton, C… https://t.co/KVWZQMcWvh",Virginia,2021-08-16 18:38:21,0,floods
3739,1427330066363650050,EbiraReporters,"Leaked Documents Expose How Kogi Govt Officials Diverted Funds, Relief Materials Meant for Flood Victims
 https://t.co/JF5Ua593fE",Kogi,2021-08-16 18:03:00,0,floods
3740,1427329807046565907,SimpleWeatherVA,"NWS Alert&gt; Flood Advisory: Affected Locations Include Newport News, Hampton, Patrick Henry Field, Christopher Newpo… https://t.co/OvPIo3UqAs",Virginia,2021-08-16 18:01:59,0,floods
3741,1427325353131855872,LunaShaye,I don’t like my legs cause I got so many scars from my reckless behaviors in the past so I’m just gonna cover em in… https://t.co/e1wLNVP3MM,"The Desert, AZ",2021-08-16 17:44:17,0,floods
3742,1427324903104131081,johnmufti,"@UmaruSanda From flood to road damage,these deadly climate disasters aren't only going to stop, they're going to ge… https://t.co/02byeBSxA3","Tamale, Ghana",2021-08-16 17:42:29,0,floods
3743,1427324173605556225,BekithembaZ,Mlu better not get washed away by the flood 👀 Lindiwe and Nhlamulo can't waste their lives looking for him 😭 #etvscandal,"Durban, South Africa",2021-08-16 17:39:36,3,floods
3744,1427323914758279168,Babachairman,"@UmaruSanda #CitiNewsroom The distraction and devastation in the upper west by the flood is massive,  and the autho… https://t.co/HYj6mAMkUC","Tamale, Ghana",2021-08-16 17:38:34,0,floods
3745,1427321921121751041,_hxnssss,"There was a forest fire in turkey and then a flood that killed 70 people and 47 missing, the wildfires in Algeria t… https://t.co/E8BqId1uIK",Hargeisa,2021-08-16 17:30:39,3,floods
3746,1427321242592415745,negashtigist2,We needed heavy rains to flood Sudan to show #GERD is not a threat. GOD listened to out prayers. We needed the US a… https://t.co/Daf9QcqcGP,Ethiopia ,2021-08-16 17:27:57,0,floods
3747,1427320141306548230,SimpleWeatherVA,"NWS Alert&gt; Flood Advisory: Affected Locations Include Richmond, Downtown Richmond, Virginia Commonwealth University… https://t.co/6hNnwFno1X",Virginia,2021-08-16 17:23:34,0,floods
3748,1427319951480733706,RepublicNewsGh1,Masses flood vaccination Centre’s for J&amp;J single-shot vaccine in Greater Accra https://t.co/SSToOsrP1M,"Accra, Ghana",2021-08-16 17:22:49,1,floods
3749,1427310789296365572,sarcollinss,"“freedom is here; fear has to leave, pain has to go, darkness retrieve. heaven– flood the earth.”",tally,2021-08-16 16:46:24,0,floods
3750,1427302051508363271,Sheeraz93493531,The recent dilema in judiciary of Pakistan has once again openned the flood gates of discrimination and favoratism.… https://t.co/rOOihtnP7X,"karachi, Sindh",2021-08-16 16:11:41,0,floods
3751,1427298567656456195,Cabinlady6731,It's time for every American to flood every worthless congress men/women @GOP / @DNC rep/dem to start the article o… https://t.co/LiRMAoge12,Virginia ,2021-08-16 15:57:51,0,floods
3752,1427296556424773640,GURGUEIROS,"Repeat with all Americans:
 RESIGNATION of Biden.
 Re installation of TRUMP, ASAP
 (Flood SM against Propaganda) https://t.co/e0HYj5fOaa","Estepona, Spain",2021-08-16 15:49:51,0,floods
3753,1427294761283686403,neelfeel,@tmnarayan @KirtiAzaad @bhupeshbaghel A true patriots robbed by their governments from their welfare rights. They s… https://t.co/WdmBzHB0ZA,"Dubai, United Arab Emirates",2021-08-16 15:42:43,0,floods
3754,1427292467305590789,AnthonyMartrell,"Which ultimately means, the southern United States is doing the same.

The East Coast is slowly but surely going to… https://t.co/sjF4iJoeiN","Pretoria, South Africa",2021-08-16 15:33:36,0,floods
3755,1427284010703654918,GadgetZA,"Video-on-demand services have taken another leap with the South African launch of @BritBox_ZA, as well as @eVOD_SA,… https://t.co/n3cKtDRBXd",Johannesburg,2021-08-16 15:00:00,1,floods
3756,1427281597578059780,RepublicNewsGh1,PHOTOS: Roads and Highways Minister tours flood-hit areas in Upper West Region https://t.co/Y6a92fmBS6,"Accra, Ghana",2021-08-16 14:50:25,1,floods
3757,1427279529597448198,ialihamza91,VIDEO: US military helicopters chase away crowds of panicked Afghans swarming its planes https://t.co/x5l4gxL2Oz #followforfollow,Karachi Pakistan,2021-08-16 14:42:12,0,floods
3758,1427274141791576076,zaidacastillo51,"#Iran’s Government Promised the Earth to the People About the Vaccine but don't deliver.
As the world moves to end… https://t.co/TlNBF2i3iq","Toledo, España",2021-08-16 14:20:47,0,floods
3759,1427271602467753991,5Cards1Me,just hit another 10 we gone flood this bitch tonight,Bank,2021-08-16 14:10:42,0,floods
3760,1427265757050769410,OnuaTV,"U/W: Gov’t will expedite repair of roads destroyed by flood – Amoako Atta 
https://t.co/Xr9G2cJSfy via @3NEWS",Accra,2021-08-16 13:47:28,0,floods
3761,1427260986449399809,EngelhardtDeniz,"🟦🔗 Turkey will work with Pakistan to help stabilise #Afghanistan and prevent a new flood of refugees, President Rec… https://t.co/JRWJjY71FD","Istanbul, Turkey",2021-08-16 13:28:31,0,floods
3762,1427256004425752578,IFRC_MENA,"IFRC has released 205,332 CHF (~220,000 USD) to support the flood response in #Yemen, affecting the lives of more t… https://t.co/3nxUKRB9mj",Middle East and North Africa,2021-08-16 13:08:43,7,floods
3763,1427252936858537989,Funo55313185,"@SkroefMagwaza ""When the enemy shall come in like a flood, the Spirit of the Lord shall lift up a standard against… https://t.co/Fcj5mfaGF1","Boksburg, South Africa",2021-08-16 12:56:31,0,floods
3764,1427251267194261508,ajaxojnr,Breaking #FoxNews Alert : US evacuation flights from Kabul suspended as hundreds of Afghans flood runway,accra,2021-08-16 12:49:53,0,floods
3765,1427251261477380096,elcrak19652,Breaking #FoxNews Alert : US evacuation flights from Kabul suspended as hundreds of Afghans flood runway,"Málaga, Andalucía",2021-08-16 12:49:52,0,floods
3766,1427249470169915402,SimpleWeatherVA,"NWS Alert&gt; Flood Advisory: Affected Locations Include Kings Point, Jamestown &amp; Busch Gardens. Additional Rainfall A… https://t.co/lq4IpXxvfB",Virginia,2021-08-16 12:42:45,0,floods
3767,1427248747608694785,jhmrkmwanika,Kampala as a flood-prone area needs urgent climate policy intervention otherwise there is a risk of increasing epid… https://t.co/172tpcw1PS,"Kampala, Uganda",2021-08-16 12:39:53,0,floods
3768,1427243934686793728,SimpleWeatherVA,"NWS Alert&gt; Flash Flood Watch is in effect in New Kent, Northumberland, Prince George, Richmond, Westmoreland, York,… https://t.co/qg4oHdkeAX",Virginia,2021-08-16 12:20:45,0,floods
3769,1427243921067892745,SimpleWeatherVA,"NWS Alert&gt; Flash Flood Watch is in effect in Charles City, Chesterfield, Essex, Gloucester, Hanover, Henrico, James… https://t.co/QgvbPg1eVi",Virginia,2021-08-16 12:20:42,0,floods
3770,1427243658319962113,SimpleWeatherVA,NWS Alert&gt; Flash Flood Watch is in effect in Richmond City and Williamsburg City until 10 PM #vawx https://t.co/h4L6hCJVr5,Virginia,2021-08-16 12:19:39,0,floods
3771,1427242101188743173,TheDrakkenDrake,You guys need to shut the hell with your boycott niantic bullcrap either accept pokemon go for what it is or don't… https://t.co/KB3448aO3Y,Just Ask,2021-08-16 12:13:28,0,floods
3772,1427236549247254532,Shiroi_Raven,I was about to flood with memes this TL oops hehe,"Sevilla, Spain",2021-08-16 11:51:24,0,floods
3773,1427234466469056517,Knewz_Currently,WATCH: Scenes of Chaos Unfold as Hundreds of People Flood #Kabul Airport Tarmac in Desperate Bids to Get on Planes… https://t.co/pDaJJDH9W1,"Va Beach, Virginia",2021-08-16 11:43:08,0,floods
3774,1427232461059153922,JoyNewsOnTV,"Roads and Highways Minister, Kwasi Amoako Attah visits the areas in the Upper West Region which have been hit harde… https://t.co/qPPI3vFra3",Ghana,2021-08-16 11:35:10,2,floods
3775,1427231552770125824,SBMcCallister,@kelly2277 @cardinalrlburke Man on the roof in a flood refusing the help of his fellow men (scientists &amp; doctors) e… https://t.co/84ejH671bF,Virginia,2021-08-16 11:31:33,1,floods
3776,1427228080091840512,IstiqlalEn,The Turkistan Rescue Team of the International Union of East Turkistan Organizations in the flood-stricken Kastamon… https://t.co/Y78vsg2oY0,Turkey,2021-08-16 11:17:45,0,floods
3777,1427227387188625413,maginavictor92,"@AokoOtieno_ #BetterTogether #MasculinitySaturday SOLAR SECURITY FLOOD LIGHT 
Automatic photosensor(AUTO ON/OFF)
Re… https://t.co/i6pVms28tx","Busia, Kenya",2021-08-16 11:15:00,0,floods
3778,1427227222432272384,TakanaUnlimited,"😱Solar flood light 🌄
° wireless 
°Aluminum body 
°Easy installation
°Plug and play 

Includes ❗❗
Wireless remote co… https://t.co/IGCpsDmtML",Kempton Park,2021-08-16 11:14:21,0,floods
3779,1427226117522526209,maginavictor92,"@MutahiNgunyi #BetterTogether #MasculinitySaturday SOLAR SECURITY FLOOD LIGHT 
Automatic photosensor(AUTO ON/OFF)
R… https://t.co/NFpp0QQQFU","Busia, Kenya",2021-08-16 11:09:57,0,floods
3780,1427225284261072897,maginavictor92,"@NationBreaking @NationAfrica #BetterTogether #MasculinitySaturday SOLAR SECURITY FLOOD LIGHT 
Automatic photosenso… https://t.co/CbwjOzdxqp","Busia, Kenya",2021-08-16 11:06:38,0,floods
3781,1427225102106701824,Ali02644781,"In these two days there is no new flood, forest fires.  Was the climate crisis preoccupied with the story of Afghan… https://t.co/9v0WFVjkSM",Iraq,2021-08-16 11:05:55,0,floods
3782,1427224951183007747,maginavictor92,"@TheStarBreaking @TheStarKenya #BetterTogether #MasculinitySaturday SOLAR SECURITY FLOOD LIGHT 
Automatic photosens… https://t.co/obe691CURl","Busia, Kenya",2021-08-16 11:05:19,0,floods
3783,1427221258501033992,KonyaInt,"Food Aid from Konya Metropolitan Municipality to Flood Region

🌐Details: https://t.co/jtPav7nq5H https://t.co/IN3xHWDOe2",Konya,2021-08-16 10:50:39,0,floods
3784,1427217355076210688,Infamourstweleb,@Ugmannofficiall @GainmutualsR 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:35:08,0,floods
3785,1427217325552541697,Infamourstweleb,@babangiida @ThisBeMbo 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:35:01,0,floods
3786,1427217289007575044,Infamourstweleb,@kasssh__ 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:34:52,0,floods
3787,1427216998648455170,Infamourstweleb,@FcMutuals @adelle_KE 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:33:43,0,floods
3788,1427216986627584002,Infamourstweleb,@ItsAriaJudith 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:33:40,0,floods
3789,1427216899201544192,Infamourstweleb,@starwezkyBTS 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:33:19,0,floods
3790,1427216877953163267,Infamourstweleb,@KalyGains @ThisBeMbo 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:33:14,0,floods
3791,1427216839516598275,Infamourstweleb,@NafunaLove 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:33:05,0,floods
3792,1427216810030551046,Infamourstweleb,@CHAPsharp @Kingbosun001 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:32:58,0,floods
3793,1427216782356582400,Infamourstweleb,@HRMIrene 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:32:51,2,floods
3794,1427216766204354565,Infamourstweleb,@Ugmannofficiall @Kingbosun001 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:32:48,0,floods
3795,1427216539351138304,Infamourstweleb,@Brainweaver3 @Ugmannofficiall 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔 @Infamourstweleb,Kampala Uganda ,2021-08-16 10:31:54,0,floods
3796,1427216419339571200,Infamourstweleb,@Ugmannofficiall 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌 🤔🤔🔔,Kampala Uganda ,2021-08-16 10:31:25,0,floods
3797,1427215831516200961,Infamourstweleb,@Fridah__ 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌,Kampala Uganda ,2021-08-16 10:29:05,0,floods
3798,1427215763824316416,Infamourstweleb,@FollowKween @ThisBeMbo 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌,Kampala Uganda ,2021-08-16 10:28:49,0,floods
3799,1427215746619297793,Infamourstweleb,@F_rida__h 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌,Kampala Uganda ,2021-08-16 10:28:45,0,floods
3800,1427215726360907782,Infamourstweleb,@KalyGains @kasssh__ 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌,Kampala Uganda ,2021-08-16 10:28:40,0,floods
3801,1427215704634368012,Infamourstweleb,@KunAbwanda @ItsAriaJudith 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌,Kampala Uganda ,2021-08-16 10:28:35,0,floods
3802,1427215682794569732,Infamourstweleb,@F_rida__h @ThisBeMbo 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌,Kampala Uganda ,2021-08-16 10:28:29,0,floods
3803,1427215416145940480,Infamourstweleb,@atomic_nancy 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌,Kampala Uganda ,2021-08-16 10:27:26,0,floods
3804,1427215250550661120,Infamourstweleb,@EmpatyLove @ThisBeMbo 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌,Kampala Uganda ,2021-08-16 10:26:46,0,floods
3805,1427213824503861250,Boomdotnews,"The number of flood victims in northern Turkey rises to 70 people
 https://t.co/EChJtmnQj0",Middle East,2021-08-16 10:21:06,0,floods
3806,1427213464586661888,Infamourstweleb,@_SirLewis44 𝟙𝟘𝟘+ Fllőwers quickly!! Fllôw all Likes &amp;gt;&amp;gt; RTS 🔥°ˢᵏʸ ᶠˡᵒᵒᵈ•🔥*‧v.s.👌Ơ̴͡okay👌,Kampala Uganda ,2021-08-16 10:19:40,1,floods
3807,1427213147824431104,RoyDaRappah,Flowing flood waters are strong as Hell AND you never know when you might step in a dip… Idk why tf anybody was out in that shit.,RVA,2021-08-16 10:18:25,1,floods
3808,1427212921185112071,anadoluagency,Search and rescue dogs help gendarmerie to locate missing people after Turkey’s Black Sea province Kastamonu was hi… https://t.co/6Z0VGlNfzh,Ankara - TURKEY,2021-08-16 10:17:31,1,floods
3809,1427211766866513920,SimpleWeatherVA,NWS Alert&gt; Flood Advisory: Affected Locations Include Beach. Additional Rainfall Amounts of 0.5 to 1 Inch are Expec… https://t.co/49QvUBiMkc,Virginia,2021-08-16 10:12:56,0,floods
3810,1427209765017604098,patpend,The City of Alexandria has a new program to provide flood mitigation grants to homeowners. https://t.co/ZvRJhJODQU,Virginia,2021-08-16 10:04:58,1,floods
3811,1427205132526182403,DailyMonitor,Kasese flood victims decry shortage of space in camps https://t.co/4eyAMf4a8C #MonitorUpdates,"Kampala, Uganda",2021-08-16 09:46:34,3,floods
3812,1427202413941989377,ugnews24,"Kasese flood victims decry shortage of space in camps  - #UGNEWS24

https://t.co/ABYyri1xc5",Kampala - Uganda,2021-08-16 09:35:46,0,floods
3813,1427201438246227969,patpend,This shows the area of the flood watch today. https://t.co/T2IXHfAccD,Virginia,2021-08-16 09:31:53,0,floods
3814,1427195208735809537,terex444,@adekunleGOLD Flood us AG,Around,2021-08-16 09:07:08,0,floods
3815,1427192954624483331,AtifAkhter11,We should pray for peace and ask peoples not to flood out of country @NadiaMomand . ALLAH bless all https://t.co/zu2kjCa9Wb,Gaza,2021-08-16 08:58:11,0,floods
3816,1427191085722390529,OlumideIDOWU,The impact of climate is critical in Niger Delta (at least 23% of the entire population is threatened with flood wa… https://t.co/ZDQSzMalfi,Africa,2021-08-16 08:50:45,2,floods
3817,1427185455490031623,Bedo_Bedi,Harika bir flood https://t.co/YMrrLF26gX,,2021-08-16 08:28:23,0,floods
3818,1427176947918983168,trtworldforum,"President #AshrafGhani leaves #Afghanistan

Ashraf Ghani has confessed that the reason he fled the country as the… https://t.co/xIBHfLQKKZ",Istanbul,2021-08-16 07:54:34,0,floods
3819,1427174479512444929,Dikgoba,"When we are close to elections, enemies of the revolution come out like flood trying to confuse easy targets. Asizw… https://t.co/nOMxhdWKWK","Krugersdorp, South Africa",2021-08-16 07:44:46,47,floods
3820,1427173849448304640,Ocee1st,"Bro took a double L he drop his girl for another man  to carry 😂😂 
Even DC dey flood na ghana here 😈🙄 https://t.co/IUxUqELr4r","Accra, Ghana",2021-08-16 07:42:15,0,floods
3821,1427170806707245063,SimpleWeatherVA,"NWS Alert&gt; Flood Advisory: Affected Locations Include Petersburg, Hopewell, Colonial Heights, Fort Lee, Chester, Be… https://t.co/cn9L659WmI",Virginia,2021-08-16 07:30:10,0,floods
3822,1427168317878439941,baejoohyunsz,morri com o flood imenso delas promovendo o i just wanna dance https://t.co/xrmZA7iq0b,adri,2021-08-16 07:20:17,0,floods
3823,1427162565210214406,caleeforneeya,Was just laying here ready for sleep and the sky began absolutely pissing down flood emergency going off on the phone as well,Virginia,2021-08-16 06:57:25,0,floods
3824,1427153242333622279,ceea2006,@Fentuo_ Surely the engineers must have known the flow of flood waters long before the road was constructed. Why we… https://t.co/uJwWumnhni,"accra, ghana",2021-08-16 06:20:22,0,floods
3825,1427152764560416768,jwendzdy,"I am so sorry to my few followers. But this is the day I'm gonna flood nothing but Red Velvet. 

Queens are back… https://t.co/JdMXLkSOvO",dubai,2021-08-16 06:18:28,0,floods
3826,1427147572871847938,matt2flat,"My girl would’ve had to carry me through that flood, cuz better than me",D(M)V,2021-08-16 05:57:51,0,floods
3827,1427144347062050817,HurPakistan,"Turkey evacuates flood victims as death toll hits 62
Turkish disaster control agency says 52 people were killed in… https://t.co/tgix8VTyWr",Sindh Karachi Pakistan,2021-08-16 05:45:02,0,floods
3828,1427144339289886720,gulf_news,"#India
Watch: How Indian expat girls in #UAE reached out to flood-hit 

https://t.co/xEjBV5R3NK",United Arab Emirates,2021-08-16 05:45:00,0,floods
3829,1427141937446932483,brecordernews,Taliban have now entered the capital. Three senior Taliban sources told AFP that the group had taken control of the… https://t.co/XqCDBQLKh7,Karachi-Pakistan,2021-08-16 05:35:27,1,floods
3830,1427136374348533760,GulfNewsVideo,Campaign led by #Indian expat girls in #UAE helps send over 2.4tonnes of flood relief to #Maharashtra. Watch the fu… https://t.co/6wVKaclzcY,"Dubai, United Arab Emirates",2021-08-16 05:13:21,0,floods
3831,1427135417044803587,EmiratesNews,How young Indian expat girls in UAE made a difference to the flood-hit back home https://t.co/CJRHjFtxw2 https://t.co/ye9qpy07JM,United Arab Emirates,2021-08-16 05:09:32,0,floods
3832,1427135373126340610,mian_moni2,"when a flood of thoughts break the barrier in mind,you just write","Dubai, United Arab Emirates",2021-08-16 05:09:22,0,floods
3833,1427127406331142145,envinyon,"I see you samurai

I see you get hit with flood ray

I see you not move cuz you REALLY want that midare setsugekka… https://t.co/RcWPIP2NIq",Virginia,2021-08-16 04:37:43,0,floods
3834,1427124411027628039,ahimbisibwem1,"Increased access to water and sanitation hails from our protection of all ecosystems. 
A wetland restored, Catchmen… https://t.co/phLiGL70Zh","Kampala, Uganda",2021-08-16 04:25:48,0,floods
3835,1427117837143920640,Hakan31614405,"Good morning everyone, I wish you a good week, I wish you a safe, fire-free and flood-free life.","Kocaeli, Türkiye",2021-08-16 03:59:41,0,floods
3836,1427108630566998024,Mavumavu91,Not @Zion_SD opening the flood gates of emotions with one phrase chile 🧍🏾‍♂️,"Johannesburg, South Africa",2021-08-16 03:23:06,0,floods
3837,1427105080713433090,dailyummahint,"#Afghanistan’s President #AshrafGhani on Sunday said he left the country to ""prevent a flood of bloodshed."" https://t.co/GL4oiXfOUx",Turkey,2021-08-16 03:09:00,0,floods
3838,1427101359615225856,philadomin,I remember when I was a kid when flood was an opportunity for poor people to go swimming.  (I was one of them),yes,2021-08-16 02:54:13,0,floods
